detail_name,outlet,selling_price,avg_selling_price,max_selling_price,min_selling_price
Kanne Tee,637,193.2,11.03,269.1,1.5
Kanne Tee,637,107.2,11.03,269.1,1.5
Kanne Tee,637,269.1,11.03,269.1,1.5
Kurse SLÄK,637,2880.0,767.68,2880.0,12.5
Laugenkonfekt,637,378.0,102.81,378.0,18.0
Miete Geschirr,637,150.0,23.56,150.0,3.0
Minibrötchen zu,637,456.0,114.91,588.0,7.5
Minibrötchen zu,637,588.0,114.91,588.0,7.5
Minibrötchen zu,637,472.0,114.91,588.0,7.5
Miniplunder,637,448.0,25.59,448.0,1.02
Miniplunder,637,174.0,25.59,448.0,1.02
Miniplunder,637,110.0,25.59,448.0,1.02
Miniplunder,637,112.0,25.59,448.0,1.02
Miniplunder,637,171.1,25.59,448.0,1.02
Miniplunder,637,180.0,25.59,448.0,1.02
Miniplunder,637,300.0,25.59,448.0,1.02
Obstbissen,637,224.0,70.88,324.0,5.4
Obstbissen,637,308.0,70.88,324.0,5.4
Obstbissen,637,280.0,70.88,324.0,5.4
Obstbissen,637,266.0,70.88,324.0,5.4
Obstbissen,637,324.0,70.88,324.0,5.4
"Orangensaft 1,0l",637,112.5,26.59,112.5,1.5
"Orangensaft, klein",637,121.8,13.25,327.5,2.1
"Orangensaft, klein",637,327.5,13.25,327.5,2.1
"Saft, klein",637,470.6,128.08,881.4,5.2
"Saft, klein",637,881.4,128.08,881.4,5.2
"Tonic, klein",637,153.6,16.29,153.6,1.6
Torte,637,246.0,5.26,450.0,1.0
"Traubensaft, klein",637,148.2,18.17,148.2,2.1
"Traubensaft, klein",637,130.0,18.17,148.2,2.1
"VIO Fruchtschorle 0,33l",637,123.2,2.69,123.2,1.6
Tagesmenü,637,1920.0,22.84,39450.6,4.9
Tagesmenü,637,680.0,22.84,39450.6,4.9
Tagesmenü,637,264.0,22.84,39450.6,4.9
Tagesmenü,637,552.0,22.84,39450.6,4.9
Tagesmenü,637,448.0,22.84,39450.6,4.9
Tagesmenü,637,264.6,22.84,39450.6,4.9
Tagesmenü,637,1408.0,22.84,39450.6,4.9
Tagesmenü,637,1536.0,22.84,39450.6,4.9
Tagesmenü,637,332.8,22.84,39450.6,4.9
Tagesmenü,637,189.0,22.84,39450.6,4.9
Tagesmenü,637,217.6,22.84,39450.6,4.9
Tagesmenü,637,396.8,22.84,39450.6,4.9
Tagesmenü,637,256.0,22.84,39450.6,4.9
Tagesmenü,637,755.2,22.84,39450.6,4.9
Tagesmenü,637,390.6,22.84,39450.6,4.9
Tagesmenü,637,1085.0,22.84,39450.6,4.9
Tagesmenü,637,39450.6,22.84,39450.6,4.9
Kuchen,637,145.0,2.91,580.0,0.2
Kuchen,637,192.0,2.91,580.0,0.2
Kuchen,637,580.0,2.91,580.0,0.2
Kuchen,637,112.2,2.91,580.0,0.2
Kuchen,637,148.5,2.91,580.0,0.2
Kuchen,637,108.8,2.91,580.0,0.2
Kuchen,637,294.0,2.91,580.0,0.2
Kuchen,637,116.0,2.91,580.0,0.2
Kuchen,637,136.0,2.91,580.0,0.2
Kuchen,637,374.0,2.91,580.0,0.2
Kuchen,637,198.0,2.91,580.0,0.2
Kuchen,637,102.0,2.91,580.0,0.2
Kuchen,637,204.0,2.91,580.0,0.2
Kuchen,637,448.0,2.91,580.0,0.2
Kuchen,637,177.0,2.91,580.0,0.2
Kuchen,637,159.5,2.91,580.0,0.2
Kuchen,637,238.0,2.91,580.0,0.2
Kuchen,637,440.0,2.91,580.0,0.2
Kuchen,637,129.2,2.91,580.0,0.2
Hauptgericht 1,637,163.8,5.47,2929.5,0.2
Hauptgericht 1,637,297.0,5.47,2929.5,0.2
Hauptgericht 1,637,468.0,5.47,2929.5,0.2
Hauptgericht 1,637,390.6,5.47,2929.5,0.2
Hauptgericht 1,637,546.0,5.47,2929.5,0.2
Hauptgericht 1,637,1512.0,5.47,2929.5,0.2
Hauptgericht 1,637,678.4,5.47,2929.5,0.2
Hauptgericht 1,637,667.8,5.47,2929.5,0.2
Hauptgericht 4,637,135.6,11.49,3116.0,1.2
Tagessuppe groß,637,112.0,2.69,162.5,1.2
Tagessuppe groß,637,162.5,2.69,162.5,1.2
"Wasser 1,0l",637,121.6,11.97,304.0,1.2
"Wasser 1,0l",637,102.6,11.97,304.0,1.2
"Wasser 1,0l",637,122.4,11.97,304.0,1.2
"Wasser 1,0l",637,197.6,11.97,304.0,1.2
"Wasser 1,0l",637,304.0,11.97,304.0,1.2
"Wasser, klein",637,448.0,45.89,496.0,1.2
"Wasser, klein",637,166.0,45.89,496.0,1.2
"Wasser, klein",637,304.0,45.89,496.0,1.2
"Wasser, klein",637,153.6,45.89,496.0,1.2
"Wasser, klein",637,176.0,45.89,496.0,1.2
"Wasser, klein",637,496.0,45.89,496.0,1.2
"Wasser, klein",637,234.0,45.89,496.0,1.2
"Wasser, klein",637,220.0,45.89,496.0,1.2
"Wasser, klein",637,328.8,45.89,496.0,1.2
"Wasser, klein",637,204.0,45.89,496.0,1.2
"Wasser, klein",637,186.0,45.89,496.0,1.2
"Wasser, klein",637,142.0,45.89,496.0,1.2
"Wasser, klein",637,222.0,45.89,496.0,1.2
"Wasser, klein",637,178.0,45.89,496.0,1.2
"Wasser, klein",637,430.0,45.89,496.0,1.2
"Wasser, klein",637,182.0,45.89,496.0,1.2
"Wasser, klein",637,154.0,45.89,496.0,1.2
"Wasser, klein",637,150.0,45.89,496.0,1.2
"Wasser, klein",637,140.0,45.89,496.0,1.2
"Wasser, klein",637,476.0,45.89,496.0,1.2
Kaiserbrötchen,637,240.0,0.72,652.5,0.23
Kaiserbrötchen,637,252.0,0.72,652.5,0.23
Kaiserbrötchen,637,145.6,0.72,652.5,0.23
Kaiserbrötchen,637,105.0,0.72,652.5,0.23
Kaiserbrötchen,637,106.4,0.72,652.5,0.23
Kaiserbrötchen,637,117.6,0.72,652.5,0.23
Kaiserbrötchen,637,112.0,0.72,652.5,0.23
Kaiserbrötchen,637,160.0,0.72,652.5,0.23
Kaiserbrötchen,637,200.0,0.72,652.5,0.23
Kaiserbrötchen,637,652.5,0.72,652.5,0.23
Kaiserbrötchen,637,296.8,0.72,652.5,0.23
Kaiserbrötchen,637,132.0,0.72,652.5,0.23
Kaiserbrötchen,637,101.5,0.72,652.5,0.23
Kaiserbrötchen,637,392.0,0.72,652.5,0.23
Kaiserbrötchen,637,180.0,0.72,652.5,0.23
Kaiserbrötchen,637,150.0,0.72,652.5,0.23
Kaiserbrötchen,637,310.0,0.72,652.5,0.23
Kaiserbrötchen,637,173.6,0.72,652.5,0.23
Kaiserbrötchen,637,139.5,0.72,652.5,0.23
Kaiserbrötchen,637,159.6,0.72,652.5,0.23
Kaiserbrötchen,637,434.0,0.72,652.5,0.23
Kaiserbrötchen,637,279.0,0.72,652.5,0.23
Kaiserbrötchen,637,126.0,0.72,652.5,0.23
Kaiserbrötchen,637,168.0,0.72,652.5,0.23
Kaiserbrötchen,637,284.8,0.72,652.5,0.23
Kaiserbrötchen,637,120.0,0.72,652.5,0.23
Kaiserbrötchen,637,186.0,0.72,652.5,0.23
Kaiserbrötchen,637,151.2,0.72,652.5,0.23
Kaiserbrötchen,637,115.2,0.72,652.5,0.23
Kaiserbrötchen,637,198.4,0.72,652.5,0.23
Kaiserbrötchen,637,255.2,0.72,652.5,0.23
Kanne Kaffee,637,472.5,34.27,15160.1,1.0
Kanne Kaffee,637,105.0,34.27,15160.1,1.0
Kanne Kaffee,637,367.5,34.27,15160.1,1.0
Kanne Kaffee,637,126.0,34.27,15160.1,1.0
Kanne Kaffee,637,441.0,34.27,15160.1,1.0
Kanne Kaffee,637,111.6,34.27,15160.1,1.0
Kanne Kaffee,637,163.2,34.27,15160.1,1.0
Kanne Kaffee,637,178.5,34.27,15160.1,1.0
Kanne Kaffee,637,252.0,34.27,15160.1,1.0
Kanne Kaffee,637,105.6,34.27,15160.1,1.0
Kanne Kaffee,637,304.5,34.27,15160.1,1.0
Kanne Kaffee,637,325.5,34.27,15160.1,1.0
Kanne Kaffee,637,483.0,34.27,15160.1,1.0
Kanne Kaffee,637,115.5,34.27,15160.1,1.0
Kanne Kaffee,637,556.8,34.27,15160.1,1.0
Kanne Kaffee,637,393.6,34.27,15160.1,1.0
Kanne Kaffee,637,470.4,34.27,15160.1,1.0
Kanne Kaffee,637,115.2,34.27,15160.1,1.0
Kanne Kaffee,637,124.8,34.27,15160.1,1.0
Kanne Kaffee,637,189.0,34.27,15160.1,1.0
Kanne Kaffee,637,168.0,34.27,15160.1,1.0
Kanne Kaffee,637,220.5,34.27,15160.1,1.0
Kanne Kaffee,637,136.5,34.27,15160.1,1.0
Kanne Kaffee,637,262.5,34.27,15160.1,1.0
Kanne Kaffee,637,283.5,34.27,15160.1,1.0
Kanne Kaffee,637,157.5,34.27,15160.1,1.0
Kanne Kaffee,637,273.0,34.27,15160.1,1.0
Kanne Kaffee,637,374.4,34.27,15160.1,1.0
Kanne Kaffee,637,514.5,34.27,15160.1,1.0
Kanne Kaffee,637,172.8,34.27,15160.1,1.0
Kanne Kaffee,637,134.4,34.27,15160.1,1.0
Kanne Kaffee,637,278.4,34.27,15160.1,1.0
"Gäste - Pauschale Speisen 10,9",938,207.48,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,480.48,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,229.32,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,185.64,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,218.4,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,262.08,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,316.68,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,283.92,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,251.16,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,196.56,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,240.24,60.61,480.48,10.92
"Gäste - Pauschale Speisen 10,9",938,273.0,60.61,480.48,10.92
"Kakao H 0.3% PG 0,5L",938,285.75,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,101.6,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,419.1,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,241.3,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,106.68,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,400.05,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,247.65,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,259.08,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,144.78,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,438.15,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,160.02,1.61,438.15,0.5
"Kakao H 0.3% PG 0,5L",938,234.95,1.61,438.15,0.5
"Milch H 3.5% 0,5L",938,147.06,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,290.25,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,170.28,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,567.6,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,245.1,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,162.54,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,541.8,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,251.55,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,264.45,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,178.02,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,593.4,3.89,593.4,0.8
"Milch H 3.5% 0,5L",938,238.65,3.89,593.4,0.8
"Kaffee Kanne groß 14,00 M&E",938,182.0,54.31,224.0,14.0
"Kaffee Kanne groß 14,00 M&E",938,196.0,54.31,224.0,14.0
"Kaffee Kanne groß 14,00 M&E",938,210.0,54.31,224.0,14.0
"Kaffee Kanne groß 14,00 M&E",938,224.0,54.31,224.0,14.0
"Kaffee-Kanne, CIC",938,224.0,49.61,224.0,14.0
"Kaffee-Kanne, CIC",938,168.0,49.61,224.0,14.0
"Laugenbrezel bel. 3,20 M&E",938,192.0,33.26,224.0,6.4
"Laugenbrezel bel. 3,20 M&E",938,160.0,33.26,224.0,6.4
"Laugenbrezel bel. 3,20 M&E",938,224.0,33.26,224.0,6.4
"Laugenbrezel bel. 3,20 M&E",938,128.0,33.26,224.0,6.4
"Laugenbrezel bel. 3,20 M&E",938,112.0,33.26,224.0,6.4
"Tee-Kanne, CIC",938,112.0,24.61,224.0,14.0
"Tee-Kanne, CIC",938,224.0,24.61,224.0,14.0
Weihnachtsartikel divers 7%,938,2100.0,69.55,2100.0,2.19
Weihnachtsartikel divers 7%,938,1792.0,69.55,2100.0,2.19
Weihnachtsartikel divers 7%,938,1156.1,69.55,2100.0,2.19
Weihnachtsartikel divers 7%,938,597.74,69.55,2100.0,2.19
Weihnachtsartikel divers 7%,938,491.83,69.55,2100.0,2.19
Weihnachtsartikel divers 7%,938,1500.0,69.55,2100.0,2.19
Weihnachtsartikel divers 7%,938,659.0,69.55,2100.0,2.19
Weihnachtsartikel divers 7%,938,291.75,69.55,2100.0,2.19
Weihnachtsartikel divers 7%,938,547.25,69.55,2100.0,2.19
Weihnachtsartikel divers 7%,938,209.3,69.55,2100.0,2.19
Dessert div. M&E,938,227.5,54.71,600.0,4.5
Dessert div. M&E,938,187.6,54.71,600.0,4.5
Dessert div. M&E,938,234.5,54.71,600.0,4.5
Dessert div. M&E,938,330.0,54.71,600.0,4.5
Dessert div. M&E,938,600.0,54.71,600.0,4.5
Süßigkeiten vers. M&E,938,192.0,44.81,600.0,1.5
Süßigkeiten vers. M&E,938,600.0,44.81,600.0,1.5
Süßigkeiten vers. M&E,938,160.0,44.81,600.0,1.5
Süßigkeiten vers. M&E,938,225.0,44.81,600.0,1.5
Süßigkeiten vers. M&E,938,224.0,44.81,600.0,1.5
Süßigkeiten vers. M&E,938,400.0,44.81,600.0,1.5
Hassia Leicht PET 1L (A),938,718.4,79.09,718.4,8.98
Hassia Leicht PET 1L (A),938,287.36,79.09,718.4,8.98
Hassia Leicht PET 1L (A),938,269.4,79.09,718.4,8.98
Hassia Leicht PET 1L (A),938,538.8,79.09,718.4,8.98
Hassia Leicht PET 1L (A),938,359.2,79.09,718.4,8.98
Hassia Sprudel PET 1L (A),938,718.4,73.89,718.4,8.98
Hassia Sprudel PET 1L (A),938,287.36,73.89,718.4,8.98
Hassia Sprudel PET 1L (A),938,224.5,73.89,718.4,8.98
"- Ciabatta mit Lachs 4,20",938,189.0,4.51,189.0,4.2
"- Ciabatta mit Lachs 4,20",938,147.0,4.51,189.0,4.2
"- Ciabatta mit Lachs 4,20",938,126.0,4.51,189.0,4.2
"- Laugenbrezel natur 1,20",938,144.0,1.28,144.0,1.2
"- Muffin 2,00",938,130.0,2.29,130.0,2.0
"- Sandwich sort. 2,90",938,174.0,3.29,174.0,2.9
"- Wraps, sortiert 3,90",938,136.5,4.62,390.0,3.9
"- Wraps, sortiert 3,90",938,390.0,4.62,390.0,3.9
"Azur Mineralw. MK 1,0l Pet",938,316.8,90.51,633.6,1.32
"Azur Mineralw. MK 1,0l Pet",938,633.6,90.51,633.6,1.32
"Azur Mineralw. MK 1,0l Pet",938,285.12,90.51,633.6,1.32
"Azur Mineralw. MK 1,0l Pet",938,506.88,90.51,633.6,1.32
"Azur Mineralw. MK 1,0l Pet",938,380.16,90.51,633.6,1.32
"Azur Mineralw.WK 1,0l Pet",938,633.6,115.14,760.32,0.66
"Azur Mineralw.WK 1,0l Pet",938,396.0,115.14,760.32,0.66
"Azur Mineralw.WK 1,0l Pet",938,506.88,115.14,760.32,0.66
"Azur Mineralw.WK 1,0l Pet",938,380.16,115.14,760.32,0.66
"Azur Mineralw.WK 1,0l Pet",938,760.32,115.14,760.32,0.66
Backwaren divers,938,105.0,2.92,105.0,0.1
"Bagel ganz bel. 5,00 M&E",938,150.0,40.94,200.0,5.0
"Bagel ganz bel. 5,00 M&E",938,200.0,40.94,200.0,5.0
"Baguette bel. 3,90 M&E",938,195.0,30.79,195.0,7.8
"Better Green Bowl 10,90 M&E",938,272.5,82.07,272.5,10.9
Bienenstich im Glas M&E,938,295.0,76.44,295.0,11.8
Brötchen bel. div. M&E,938,370.0,60.91,810.0,6.0
Brötchen bel. div. M&E,938,810.0,60.91,810.0,6.0
Brötchen bel. div. M&E,938,216.0,60.91,810.0,6.0
Brötchen bel. div. M&E,938,220.0,60.91,810.0,6.0
Buffet M&E,938,2580.0,546.52,4975.0,30.8
Buffet M&E,938,1740.0,546.52,4975.0,30.8
Buffet M&E,938,1806.0,546.52,4975.0,30.8
Buffet M&E,938,1691.0,546.52,4975.0,30.8
Buffet M&E,938,4975.0,546.52,4975.0,30.8
"Canapé 3,00 M&E",938,150.0,34.08,150.0,3.0
"Canapé 3,00 M&E",938,120.0,34.08,150.0,3.0
"Canapé 3,00 M&E",938,105.0,34.08,150.0,3.0
"Canapé Mehrkorn 3,50 M&E",938,105.0,28.32,105.0,3.5
Coca-Cola Zero 200ml (A),938,148.8,29.45,148.8,12.48
Coca-Cola light 200ml (A),938,148.8,41.54,148.8,14.88
"Cola, Fanta etc. 0,2L 2,10 M&E",938,105.0,28.61,105.0,4.2
"Cola, Fanta etc. 0,2L 2,10 M&E",938,100.8,28.61,105.0,4.2
"Croissant klein 1,50 M&E",938,105.0,25.19,300.0,4.5
"Croissant klein 1,50 M&E",938,300.0,25.19,300.0,4.5
"Croissant klein 1,50 M&E",938,210.0,25.19,300.0,4.5
"Croissant klein gefüllt 1,85 M",938,259.0,31.08,259.0,3.7
Dallmayer Prodomo 500g,938,431.28,128.48,474.72,11.98
Dallmayer Prodomo 500g,938,474.72,128.48,474.72,11.98
"Dallmayr, Cafe Creme, 1000g",938,566.7,170.51,850.05,18.39
"Dallmayr, Cafe Creme, 1000g",938,850.05,170.51,850.05,18.39
"Dallmayr, Cafe Creme, 1000g",938,551.7,170.51,850.05,18.39
Delacre Tea Time Metalldose (B,938,319.8,63.77,319.8,18.2
Delacre Tea Time Metalldose (B,938,213.2,63.77,319.8,18.2
"Dessert 4,50 M&E",938,225.0,61.5,225.0,9.0
"Dessert 4,90 M&E",938,245.0,68.27,245.0,24.5
"Dessert 4,90 M&E",938,220.5,68.27,245.0,24.5
Div. Non Food (A),938,223.9,72.64,437.5,4.45
Div. Non Food (A),938,437.5,72.64,437.5,4.45
Div. Non Food (A),938,262.5,72.64,437.5,4.45
Div. Non Food (A),938,345.6,72.64,437.5,4.45
Div. Non Food (A),938,306.0,72.64,437.5,4.45
Div. Süßwaren 7% (B),938,172.48,8.97,172.48,0.3
Div. Warme Getränke (B),938,279.6,66.64,477.36,1.36
Div. Warme Getränke (B),938,287.52,66.64,477.36,1.36
Div. Warme Getränke (B),938,419.4,66.64,477.36,1.36
Div. Warme Getränke (B),938,477.36,66.64,477.36,1.36
"Donut 0,90 M&E",938,162.0,22.91,162.0,1.8
"Donut 0,90 M&E",938,108.0,22.91,162.0,1.8
Duschdas For men 225ml,938,525.6,77.42,876.0,10.95
Duschdas For men 225ml,938,876.0,77.42,876.0,10.95
"Feingebäck 3,50 M&E",938,297.5,40.12,297.5,3.5
"Feingebäck 3,50 M&E",938,210.0,40.12,297.5,3.5
"Feingebäck 3,50 M&E",938,280.0,40.12,297.5,3.5
"Frühlingsrolle Mini 1,50 M&E",938,135.0,41.32,135.0,24.0
Gerolsteiner Gourmet MK 250ml,938,283.2,62.43,283.2,14.16
Gerolsteiner Gourmet Med 250ml,938,283.2,42.01,283.2,14.16
Gerolsteiner Gourmet Med 250ml,938,184.08,42.01,283.2,14.16
"Gerosteiner Naturell 0,25l (A)",938,283.2,52.33,283.2,14.16
Geschirrpauschale M&E,938,1000.0,141.32,1000.0,5.0
Getränk div. M&E,938,1500.0,150.12,1500.0,3.0
"Getränkepauschale Ganztags 10,",938,500.0,136.86,500.0,10.0
"Getränkepauschale Ganztags 10,",938,450.0,136.86,500.0,10.0
"Getränkepauschale Ganztags 10,",938,470.0,136.86,500.0,10.0
"Getränkepauschale Halbtags 5,0",938,350.0,84.51,500.0,5.0
"Getränkepauschale Halbtags 5,0",938,500.0,84.51,500.0,5.0
"Getränkepauschale Halbtags 5,0",938,300.0,84.51,500.0,5.0
"Getränkepauschale Halbtags 6,0",938,300.0,75.6,300.0,12.0
"Granini, vers. Säfte 0,20l. CI",938,161.7,16.56,161.7,2.45
"Gäste - Pauschale Getränke 4,6",938,107.64,25.02,135.72,4.68
"Gäste - Pauschale Getränke 4,6",938,112.32,25.02,135.72,4.68
"Gäste - Pauschale Getränke 4,6",938,135.72,25.02,135.72,4.68
"Gäste - Pauschale Getränke 4,6",938,121.68,25.02,135.72,4.68
"Gäste - Pauschale Getränke 4,6",938,102.96,25.02,135.72,4.68
"Gäste - Pauschale Getränke 4,6",938,117.0,25.02,135.72,4.68
"H-Milch, 1,5% 1ltr Recap (B)",938,125.16,34.01,178.8,1.49
"H-Milch, 1,5% 1ltr Recap (B)",938,110.26,34.01,178.8,1.49
"H-Milch, 1,5% 1ltr Recap (B)",938,107.28,34.01,178.8,1.49
"H-Milch, 1,5% 1ltr Recap (B)",938,149.0,34.01,178.8,1.49
"H-Milch, 1,5% 1ltr Recap (B)",938,178.8,34.01,178.8,1.49
"H-Milch, 1,5% 1ltr Recap (B)",938,119.2,34.01,178.8,1.49
"H-Pu. Gyros, Tzatziki, Beilage",938,111.3,6.29,111.3,2.12
"H-S. Braten, Sauce, Beilage",938,140.4,6.16,140.4,3.0
"H-Vollmilch 3,5%, 1ltr Recap (",938,293.4,47.96,391.2,1.63
"H-Vollmilch 3,5%, 1ltr Recap (",938,146.7,47.96,391.2,1.63
"H-Vollmilch 3,5%, 1ltr Recap (",938,234.72,47.96,391.2,1.63
"H-Vollmilch 3,5%, 1ltr Recap (",938,195.6,47.96,391.2,1.63
"H-Vollmilch 3,5%, 1ltr Recap (",938,215.16,47.96,391.2,1.63
"H-Vollmilch 3,5%, 1ltr Recap (",938,156.48,47.96,391.2,1.63
"H-Vollmilch 3,5%, 1ltr Recap (",938,391.2,47.96,391.2,1.63
"Hassia Apfelschorle PET 0,75L",938,278.4,13.54,668.16,1.2
"Hassia Apfelschorle PET 0,75L",938,111.36,13.54,668.16,1.2
"Hassia Apfelschorle PET 0,75L",938,668.16,13.54,668.16,1.2
"Hassia Apfelschorle PET 0,75L",938,139.2,13.54,668.16,1.2
"Hassia Apfelschorle PET 0,75L",938,556.8,13.54,668.16,1.2
Jacobs Krönung (B),938,559.2,182.14,559.2,11.65
"Kaffee Kanne klein 6,00 M&E",938,180.0,54.32,180.0,6.0
Kaffeeautomat 19% Shop D 510,938,452.5,110.76,1031.9,33.1
Kaffeeautomat 19% Shop D 510,938,1031.9,110.76,1031.9,33.1
Kaffeeautomat 19% Shop D 510,938,738.6,110.76,1031.9,33.1
Kaffeeautomat 7% Shop D 510,938,422.9,91.76,844.6,28.5
Kaffeeautomat 7% Shop D 510,938,844.6,91.76,844.6,28.5
Kaffeeautomat 7% Shop D 510,938,331.9,91.76,844.6,28.5
Kaffeeautomat 7% Shop D 510,938,470.9,91.76,844.6,28.5
Kaffeebecher Pappe 200ml,938,206.4,34.0,206.4,6.88
"Kaffeesahne 10% 7,5g Port.",938,105.6,17.33,105.6,0.44
Konferenzpaket ohne Gebäck M&E,938,450.0,118.5,450.0,36.0
"Kuchen 3,20 M&E",938,211.2,65.98,307.2,12.8
"Kuchen 3,20 M&E",938,256.0,65.98,307.2,12.8
"Kuchen 3,20 M&E",938,224.0,65.98,307.2,12.8
"Kuchen 3,20 M&E",938,307.2,65.98,307.2,12.8
"Kuchen 3,40 M&E",938,353.6,85.67,1020.0,10.2
"Kuchen 3,40 M&E",938,272.0,85.67,1020.0,10.2
"Kuchen 3,40 M&E",938,408.0,85.67,1020.0,10.2
"Kuchen 3,40 M&E",938,1020.0,85.67,1020.0,10.2
"Kuchen Schnitte 2,50",938,150.0,3.43,150.0,2.5
"Laugenbrezel natur 1,80 M&E",938,360.0,22.68,360.0,1.8
"Laugenbrezel natur 1,80 M&E",938,144.0,22.68,360.0,1.8
"Laugenst.mini, bel. 2,90 M&E",938,162.4,49.02,162.4,8.7
"Laugenst.mini, bel. 3,20 M&E",938,480.0,46.05,480.0,9.6
"Laugenst.mini, bel. 3,20 M&E",938,192.0,46.05,480.0,9.6
"Laugenst.mini, bel. 3,20 M&E",938,224.0,46.05,480.0,9.6
"Lavazza, Espr. Crema Aroma,1Kg",938,503.76,130.6,503.76,20.99
"Leergut,12 Flaschen",938,124.8,12.19,124.8,1.56
"Leergut,Flasche,0.15Eur",938,124.8,0.28,149.76,0.13
"Leergut,Flasche,0.15Eur",938,149.76,0.28,149.76,0.13
"Leergut,Flasche/Dose,0.25EUR",938,105.6,0.31,754.0,0.22
"Lunchtüte Brötchen 11,70 M&E",938,4212.0,595.4,4212.0,81.9
"Lunchtüte Getränk 1,20 M&E",938,432.0,38.14,432.0,8.4
"Lunchtüte Getränk 1,20 M&E",938,210.0,38.14,432.0,8.4
"Lunchtüte Sandwich 14,70 M&E",938,2572.5,578.2,2572.5,147.0
"Magnum sortiert 2,70",938,121.5,3.05,124.2,2.7
"Magnum sortiert 2,70",938,108.0,3.05,124.2,2.7
"Magnum sortiert 2,70",938,124.2,3.05,124.2,2.7
Marco Polo Kamilletee (B),938,262.8,22.95,262.8,1.46
Marco Polo Pfefferminztee (B),938,262.8,28.55,262.8,1.46
Marco Polo Schwarztee (B),938,236.52,23.53,236.52,1.46
"Mehrkornbrötchen bel. 3,90 M&",938,140.4,28.73,234.0,3.9
"Mehrkornbrötchen bel. 3,90 M&",938,117.0,28.73,234.0,3.9
"Mehrkornbrötchen bel. 3,90 M&",938,234.0,28.73,234.0,3.9
Mel.Filtertüten 1x4 80er Pg (A,938,167.4,18.44,167.4,3.1
Meßner Instant-Tee Himbeer-Lim,938,115.0,31.9,115.0,11.5
Meßner Instant-Tee Pfirsich-Ma,938,115.0,35.51,184.0,11.5
Meßner Instant-Tee Pfirsich-Ma,938,184.0,35.51,184.0,11.5
"Meßner, Instant Tee, Limone, 1",938,108.0,32.03,108.0,10.8
"Meßner, Instant Tee, Multi, 1",938,126.0,35.57,126.0,10.5
"Meßner, Instant Tee, Orange, 1",938,105.0,27.56,105.0,10.5
"Meßner, Instant Tee, Sauerk, 1",938,115.0,32.73,184.0,11.5
"Meßner, Instant Tee, Sauerk, 1",938,103.5,32.73,184.0,11.5
"Meßner, Instant Tee, Sauerk, 1",938,184.0,32.73,184.0,11.5
Milram Unsere feine Kondensm.,938,132.8,29.64,132.8,4.98
"Mini Muffins 0,80 M&E",938,144.0,20.97,144.0,4.0
Nivea Duschgel 250ml Fl,938,362.88,107.84,403.2,2.88
Nivea Duschgel 250ml Fl,938,403.2,107.84,403.2,2.88
Nivea Duschgel 250ml Fl,938,391.68,107.84,403.2,2.88
"Obstkorb 10er 32,80 M&E",938,131.2,36.12,131.2,31.5
"Obstsalat 3,20 M&E",938,160.0,39.66,160.0,6.4
Palmolive Dusche 300ml,938,350.88,87.55,1238.4,2.58
Palmolive Dusche 300ml,938,1238.4,87.55,1238.4,2.58
Palmolive Fluessigseife sort.,938,114.72,29.31,143.4,2.39
Palmolive Fluessigseife sort.,938,143.4,29.31,143.4,2.39
"Plunderstückchen klein 1,50 M&",938,187.5,29.99,187.5,1.5
"Plunderstückchen klein 1,50 M&",938,105.0,29.99,187.5,1.5
Premium 20er M&E,938,590.0,157.33,590.0,118.0
"Rindswurst, Brötchen, Senf 4,2",938,2100.0,280.64,2100.0,42.0
